variable_name,occurrence_count,file_count,source_areas,extraction_types,likely_roles,module_hints,files,review_reason
net_annual_business_open_hours,52,15,app | components | hooks | lib,declaration | object_key | snake_case_reference,calculation | mentioned | output_contract_field | selector | warning_id,opening-hours,app\business-summary\page.jsx | app\cost-summary\page.jsx | components\business-summary\BusinessSummaryCard.jsx | components\business-summary\BusinessSummaryHierarchyBuilder.js | components\business-summary\BusinessSummaryStatusStrip.jsx | components\cost-summary\CostSummaryCard.jsx | components\cost-summary\CostSummaryStatusStrip.jsx | components\opening-hours\OpeningHoursStatusStrip.jsx | hooks\useBusinessSummary.js | hooks\useCostSummary.js | lib\calculations\costSummaryCalculations.js | lib\calculations\openingHoursCalculations.js | lib\selectors\businessSummarySelectors.js | lib\selectors\costSummarySelectors.js | lib\selectors\openingHoursSelectors.js,appears_in_multiple_files | appears_with_multiple_roles
asset_recovery_cost,51,15,components | hooks | lib,declaration | object_key | snake_case_reference,calculation | mentioned | selector,assets,components\cost-allocation\CostAllocationEvidenceBreakdown.jsx | components\recovery-summary\RecoverySummaryDistributionBlock.jsx | components\recovery-summary\RecoverySummaryMainCard.jsx | components\recovery-summary\RecoverySummaryStatusStrip.jsx | components\recovery-summary\main-card\RecoverySupportingEvidenceDetail.jsx | hooks\cost-allocation\useCostAllocationOutputContract.js | hooks\useCostAllocation.js | hooks\useRecoverySummary.js | lib\calculations\cost-allocation\costAllocationInputBuilder.js | lib\calculations\cost-allocation\costAllocationPoolBuilders.js | lib\calculations\recoveryOutcomeCalculations.js | lib\calculations\recoverySummaryCalculations.js | lib\selectors\cost-allocation\costAllocationCardSections.js | lib\selectors\recoveryOutcomeSelectors.js | lib\selectors\recoverySummarySelectors.js,appears_in_multiple_files | appears_with_multiple_roles
labour_recovery_cost,46,15,components | hooks | lib,declaration | object_key | snake_case_reference,calculation | mentioned | selector,labour,components\cost-allocation\CostAllocationEvidenceBreakdown.jsx | components\recovery-summary\RecoverySummaryDistributionBlock.jsx | components\recovery-summary\RecoverySummaryMainCard.jsx | components\recovery-summary\RecoverySummaryStatusStrip.jsx | components\recovery-summary\main-card\RecoverySupportingEvidenceDetail.jsx | hooks\cost-allocation\useCostAllocationOutputContract.js | hooks\useCostAllocation.js | hooks\useRecoverySummary.js | lib\calculations\cost-allocation\costAllocationInputBuilder.js | lib\calculations\cost-allocation\costAllocationPoolBuilders.js | lib\calculations\recoveryOutcomeCalculations.js | lib\calculations\recoverySummaryCalculations.js | lib\selectors\cost-allocation\costAllocationCardSections.js | lib\selectors\recoveryOutcomeSelectors.js | lib\selectors\recoverySummarySelectors.js,appears_in_multiple_files | appears_with_multiple_roles
overhead_absorbed_cost,44,15,components | hooks | lib,declaration | object_key | snake_case_reference,calculation | mentioned | selector,general-overheads,components\recovery-summary\RecoverySummaryDistributionBlock.jsx | hooks\cost-allocation\useCostAllocationAssignmentCards.js | hooks\cost-allocation\useCostAllocationGroupRecoveryRows.js | hooks\cost-allocation\useCostAllocationOutputContract.js | hooks\useCostAllocation.js | hooks\useRecoverySummary.js | lib\calculations\cost-allocation\costAllocationInputBuilder.js | lib\calculations\cost-allocation\costAllocationPoolBuilders.js | lib\calculations\costAllocationRules.js | lib\calculations\recoveryOutcomeCalculations.js | lib\calculations\recoverySummaryCalculations.js | lib\selectors\cost-allocation\costAllocationCardSections.js | lib\selectors\cost-allocation\costAllocationRateBuilderSelectors.js | lib\selectors\recoveryOutcomeSelectors.js | lib\selectors\recoverySummarySelectors.js,appears_in_multiple_files | appears_with_multiple_roles
labour,17,15,app | components | hooks | lib,declaration | object_key | quoted_object_key,calculation | local_variable | object_field | output_contract_field | selector,labour | p-and-l,app\cost-summary\page.jsx | app\labour\page.jsx | components\p-and-l\ProfitAndLossOperatingExpenseGroup.jsx | hooks\rate-builder\useRateBuilderLabourRates.js | hooks\useBusinessSummary.js | hooks\useCostAllocation.js | hooks\useEmployeeOverheads.js | hooks\useModuleReconciliation.js | hooks\useQuoteEngine.js | hooks\useRecoverySummary.js | hooks\useRevenueReality.js | lib\calculations\recoverySummaryCalculations.js | lib\p-and-l\profitAndLossClassificationRules.js | lib\selectors\cost-allocation\costAllocationCardSections.js | lib\storage\profitAndLossProfileStorage.js,appears_in_multiple_files | appears_with_multiple_roles | appears_across_multiple_modules
STORAGE_KEY,15,15,lib,declaration,local_variable,business-modelling | business-setup | cost-allocation | employee-overheads-legacy | labour | p-and-l | quote-engine-legacy | recovery-summary | revenue-cogs | unknown,lib\storage\businessModellingStorage.js | lib\storage\businessSetupStorage.js | lib\storage\costAllocationProfileStorage.js | lib\storage\costAllocationStorage.js | lib\storage\employeeOverheadLibraryStorage.js | lib\storage\employeeOverheadProfileStorage.js | lib\storage\labourProfileStorage.js | lib\storage\labourRateRealityCheckStorage.js | lib\storage\profitAndLossProfileStorage.js | lib\storage\quickStartStorage.js | lib\storage\quoteEngineStorage.js | lib\storage\rateBuilderLabourRatesStorage.js | lib\storage\recoverySummaryProfileStorage.js | lib\storage\recoverySummaryStorage.js | lib\storage\revenueCogsStorage.js,appears_in_multiple_files | appears_across_multiple_modules
toNumber,15,15,components | hooks | lib,function,calculation | mentioned | selector,business-modelling | business-summary | cost-summary | labour | module-reconciliation | quote-engine-legacy | revenue-cogs | unknown,components\cost-summary\CostSummaryCard.jsx | components\revenue-cogs\RevenueCogsCard.jsx | hooks\useRevenueCogs.js | lib\audit\buildLiveAuditSnapshotExport.js | lib\calculations\businessModellingCalculations.js | lib\calculations\labourScenarioCalculations.js | lib\calculations\quoteEngineCalculations.js | lib\calculations\recoveryAnalysisCalculations.js | lib\reconciliation\reconciliationRules.js | lib\selectors\businessModellingSelectors.js | lib\selectors\businessSummarySelectors.js | lib\selectors\costSummarySelectors.js | lib\selectors\quoteEngineSelectors.js | lib\selectors\revenueCogsSelectors.js | lib\storage\revenueCogsStorage.js,appears_in_multiple_files | appears_with_multiple_roles | appears_across_multiple_modules
category,127,14,components | hooks | lib,declaration | destructured_name | object_key,calculation | consumed_field | local_variable | object_field | selector,general-overheads | p-and-l | unknown,components\common\ReclassificationBoard.jsx | components\p-and-l\ProfitAndLossCustomDirectCostCategoryPanel.jsx | components\p-and-l\ProfitAndLossOperatingExpenseGroup.jsx | components\p-and-l\ProfitAndLossProgressPanel.jsx | components\p-and-l\ProfitAndLossQuickImportPanel.jsx | hooks\useGeneralOverheads.js | lib\calculations\profitAndLossCalculations.js | lib\p-and-l\profitAndLossClassificationRules.js | lib\p-and-l\profitAndLossGroupingRules.js | lib\p-and-l\profitAndLossLineRules.js | lib\selectors\general-overheads\generalOverheadCategorySelectors.js | lib\selectors\profitAndLossSelectors.js | lib\storage\profitAndLossProfileStorage.js | lib\storage\profitAndLossStorage.js,appears_in_multiple_files | appears_with_multiple_roles | appears_across_multiple_modules
safe_array,127,14,hooks | lib,export_function | function | import | snake_case_reference,calculation | exported_function | imported_dependency | mentioned | output_contract_field | warning_id,assets | cost-allocation | labour,hooks\cost-allocation\useCostAllocationAssetOverlay.js | hooks\cost-allocation\useCostAllocationAssignmentCards.js | hooks\cost-allocation\useCostAllocationGroupRecoveryRows.js | hooks\cost-allocation\useCostAllocationOutputContract.js | hooks\useCostAllocation.js | lib\calculations\cost-allocation\costAllocationCoverage.js | lib\calculations\cost-allocation\costAllocationDivisionBuilders.js | lib\calculations\cost-allocation\costAllocationInputBuilder.js | lib\calculations\cost-allocation\costAllocationLabourAdapter.js | lib\calculations\cost-allocation\costAllocationMaps.js | lib\calculations\cost-allocation\costAllocationPoolBuilders.js | lib\calculations\cost-allocation\costAllocationValidation.js | lib\calculations\costAllocationRules.js | lib\storage\costAllocationStorage.js,appears_in_multiple_files | appears_with_multiple_roles | appears_across_multiple_modules
labour_share_percent,80,14,components | hooks | lib,declaration | object_key | snake_case_reference,calculation | local_variable | mentioned | object_field | selector,labour,components\rate-builder\RateBuilderMinimumRecoveryCard.jsx | components\recovery-outcome\RecoveryOutcomeMainCard.jsx | components\recovery-summary\RecoverySummaryStartingSplitBlock.jsx | hooks\cost-allocation\useCostAllocationOutputContract.js | hooks\useRecoverySummary.js | lib\calculations\cost-allocation\costAllocationInputBuilder.js | lib\calculations\recoveryOutcomeCalculations.js | lib\calculations\recoverySummaryCalculations.js | lib\selectors\cost-allocation\costAllocationCardSections.js | lib\selectors\cost-allocation\costAllocationRateBuilderSelectors.js | lib\selectors\rate-builder\rateBuilderLabourSourceSelectors.js | lib\selectors\recoveryOutcomeSelectors.js | lib\selectors\recoverySummarySelectors.js | lib\storage\recoverySummaryStorage.js,appears_in_multiple_files | appears_with_multiple_roles
recovery_gap_per_driver,71,14,app | components | hooks | lib,declaration | object_key | snake_case_reference | warning_id,warning_id,business-summary | recovery-outcome-legacy | recovery-summary,app\business-summary\page.jsx | components\business-summary\BusinessSummaryCard.jsx | components\business-summary\BusinessSummaryModePanel.jsx | components\recovery-outcome\RecoveryOutcomeMainCard.jsx | components\recovery-summary\RecoverySummaryMainCard.jsx | components\recovery-summary\recoverySummaryWarningDetails.js | hooks\useBusinessSummary.js | hooks\useRecoverySummary.js | lib\calculations\businessSummaryCalculations.js | lib\calculations\recoveryOutcomeCalculations.js | lib\calculations\recoverySummaryCalculations.js | lib\selectors\businessSummarySelectors.js | lib\selectors\recoveryOutcomeSelectors.js | lib\selectors\recoverySummarySelectors.js,appears_in_multiple_files | appears_across_multiple_modules
labour_group_assignments,68,14,components | hooks | lib,declaration | destructured_name | object_key | snake_case_reference,calculation | mentioned | object_field | selector,labour,components\cost-allocation\groups\CostAllocationGroupCostSummary.jsx | components\cost-allocation\groups\CostAllocationGroupLabourBuilder.jsx | components\cost-allocation\groups\costAllocationGroupHelpers.js | hooks\cost-allocation\useCostAllocationAssignmentCards.js | hooks\cost-allocation\useCostAllocationOutputContract.js | hooks\useCostAllocation.js | lib\calculations\cost-allocation\costAllocationCoverage.js | lib\calculations\cost-allocation\costAllocationPoolBuilders.js | lib\calculations\costAllocationRules.js | lib\selectors\cost-allocation\costAllocationCardSections.js | lib\selectors\cost-allocation\costAllocationCardSelectors.js | lib\selectors\cost-allocation\costAllocationRateBuilderSelectors.js | lib\storage\costAllocationProfileStorage.js | lib\storage\costAllocationStorage.js,appears_in_multiple_files | appears_with_multiple_roles
labour_rate,64,14,components | lib,declaration | object_key | snake_case_reference,calculation | mentioned | object_field | output_contract_field | selector | warning_id,labour,components\labour-rate-reality-check\LabourRateRealityCheckMainCard.jsx | components\labour\PayCard.jsx | components\labour\ScenarioModelCard.jsx | components\quick-start\QuickStartMainCard.jsx | lib\calculations\labourCalculations.js | lib\calculations\labourRateRealityCheckCalculations.js | lib\calculations\labourScenarioCalculations.js | lib\calculations\quickStartCalculations.js | lib\selectors\labourRateRealityCheckSelectors.js | lib\selectors\labour\labourStatusSelectors.js | lib\selectors\quickStartSelectors.js | lib\storage\labourRateRealityCheckStorage.js | lib\storage\labourStorage.js | lib\storage\quickStartStorage.js,appears_in_multiple_files | appears_with_multiple_roles
active_assets,63,14,components | hooks | lib,declaration | object_key | snake_case_reference,calculation | local_variable | mentioned | object_field | output_contract_field | selector,assets,components\business-summary\BusinessSummaryComponentBreakdown.jsx | components\business-summary\BusinessSummaryHierarchyBuilder.js | components\recovery-summary\RecoverySummaryComponentBreakdown.jsx | hooks\cost-allocation\useCostAllocationAssetOverlay.js | hooks\cost-allocation\useCostAllocationGroupRecoveryRows.js | hooks\useAssets.js | hooks\useCostAllocation.js | hooks\useCostSummary.js | lib\calculations\cost-allocation\costAllocationInputBuilder.js | lib\calculations\cost-allocation\costAllocationMaps.js | lib\calculations\cost-allocation\costAllocationValidation.js | lib\calculations\costAllocationRules.js | lib\reconciliation\reconciliationRules.js | lib\selectors\cost-allocation\costAllocationCardSelectors.js,appears_in_multiple_files | appears_with_multiple_roles
assigned_labour_cost,58,14,components | hooks | lib,declaration | object_key | snake_case_reference,calculation | local_variable | mentioned | object_field | selector,labour,components\cost-allocation\CostAllocationEvidenceBreakdown.jsx | components\cost-allocation\CostAllocationGroupsCard.jsx | components\cost-allocation\CostAllocationMainCard.jsx | components\cost-allocation\divisions\CostAllocationDivisionCard.jsx | components\cost-allocation\divisions\CostAllocationDivisionCostSummary.jsx | components\cost-allocation\groups\CostAllocationGroupCostSummary.jsx | components\cost-allocation\groups\CostAllocationOperatingGroupBuilder.jsx | components\cost-allocation\groups\costAllocationGroupHelpers.js | components\rate-builder\RateBuilderLineCalculator.jsx | hooks\cost-allocation\useCostAllocationAssignmentCards.js | lib\calculations\cost-allocation\costAllocationDivisionBuilders.js | lib\calculations\cost-allocation\costAllocationPoolBuilders.js | lib\selectors\cost-allocation\costAllocationCardSections.js | lib\selectors\cost-allocation\costAllocationRateBuilderSelectors.js,appears_in_multiple_files | appears_with_multiple_roles
